14,14,2,2,9,4,10,5
11,19,1,5,5,4,4,9
14,18,0,0,6,8,10,7
12,26,0,0,11,7,11,9
10,19,2,3,4,9,8,5
10,17,1,0,5,5,7,7
16,16,1,1,5,8,6,9
9,15,0,0,4,7,10,6
16,16,0,0,5,9,6,9
20,19,1,2,4,12,12,12
16,20,1,2,5,8,7,9
12,18,3,0,8,5,9,8
14,5,1,0,6,11,9,8
11,11,1,0,7,13,7,10
14,13,2,1,2,5,10,7
15,10,1,1,6,12,10,6
15,14,5,0,3,10,8,8
16,19,0,1,2,9,1,6
16,12,1,1,4,3,8,8
30,23,1,3,6,7,7,8
18,17,1,1,10,9,3,2
17,13,1,0,7,3,11,8
15,29,1,2,2,4,5,7
16,18,0,0,4,16,9,8
13,16,1,1,11,10,7,7
11,11,3,0,5,7,6,11
15,9,1,2,5,3,7,4
18,17,0,2,8,8,12,7
17,10,2,0,9,8,9,3
17,11,0,1,8,3,13,4
10,21,1,0,10,9,10,5
20,21,0,2,7,6,4,11
12,14,4,1,8,5,6,9
14,18,2,1,5,10,9,4
19,12,2,0,7,10,9,5
11,11,0,1,8,4,8,8
15,16,4,1,8,13,9,8
16,15,2,0,9,12,7,8
13,16,1,1,5,7,4,7
13,16,3,0,6,8,5,11
23,15,0,0,7,6,5,8
15,16,0,0,7,8,5,8
15,21,3,0,2,5,14,14
15,15,0,3,12,6,12,9
20,13,1,1,7,3,4,11
14,19,1,1,7,15,6,10
14,12,0,0,8,7,5,7
15,21,1,0,6,10,12,13
22,20,2,1,7,8,14,12
19,24,2,0,7,5,8,6
14,10,0,1,8,8,7,6
18,13,0,2,10,10,10,9
13,8,3,0,5,6,14,11
20,13,1,0,12,7,7,10
20,8,1,0,4,8,8,6
17,20,1,1,6,6,9,7
14,15,0,1,7,8,13,5
17,14,0,1,4,7,6,6
18,14,2,1,7,7,8,6
19,15,0,1,5,8,8,11
17,16,0,0,10,8,6,7
13,16,2,1,5,12,15,8
17,13,1,2,4,5,12,12
18,11,0,0,7,7,14,5
15,19,0,2,4,9,7,8
23,13,2,1,2,9,15,10
19,15,1,3,2,6,4,8
14,17,1,0,6,5,7,12
15,18,1,1,9,4,12,7
12,11,0,2,11,6,9,8
13,9,0,2,4,15,5,7
9,17,0,0,6,9,9,9
16,14,0,1,4,13,4,5
21,13,2,0,6,12,6,8
9,14,1,2,9,8,7,4
16,16,4,1,4,8,3,5
10,13,1,1,13,5,4,8
20,19,1,0,3,9,5,14
11,11,0,1,5,5,5,9
13,18,1,4,7,8,4,8
19,18,2,2,10,11,5,14
17,23,1,0,10,10,9,11
11,18,1,2,6,6,4,10
11,15,0,1,10,2,5,8
18,18,1,0,4,13,8,8
16,19,0,2,7,10,5,3
17,14,4,1,7,10,4,4
13,13,3,1,7,7,5,8
12,21,0,0,7,6,10,12
10,16,0,3,8,7,12,7
14,12,2,1,7,11,4,5
19,13,1,0,12,2,4,9
12,5,0,0,6,6,3,9
9,19,0,0,7,4,12,6
14,16,1,0,8,1,6,10
15,17,2,2,13,5,10,11
24,12,0,2,6,11,11,10
17,19,0,0,8,8,12,8
9,14,1,1,9,7,9,11
13,13,1,2,4,8,7,8
19,16,1,2,5,0,7,6
9,18,0,1,9,6,6,7
10,16,1,0,7,8,7,10
13,13,0,1,8,8,11,7
21,19,1,2,4,10,5,8
12,11,2,1,7,7,6,6
12,12,0,2,2,6,8,4
20,14,1,0,9,7,11,10
22,17,0,0,9,5,11,8
16,19,2,1,4,3,7,11
17,17,0,0,5,8,9,10
20,17,0,1,5,5,9,6
20,14,0,2,9,14,8,8
14,15,1,1,2,9,6,10
11,11,0,6,7,9,11,1
11,15,0,1,5,13,4,8
19,19,1,0,2,4,8,6
12,16,0,0,7,10,9,7
15,13,0,2,3,3,6,11
17,15,1,1,2,10,3,9
13,16,1,1,2,9,5,10
11,16,1,1,5,13,10,4
13,14,1,0,2,9,6,17
13,15,0,2,5,4,13,11
15,21,1,0,10,5,8,8
12,10,0,1,5,8,8,10
22,19,1,2,4,8,4,11
8,22,0,2,5,9,7,4
20,14,0,2,5,8,5,9
11,12,1,2,6,7,9,7
16,15,1,3,6,7,7,8
17,11,2,0,7,5,13,11
16,22,2,2,3,7,12,6
18,13,1,0,6,10,8,6
18,15,1,0,7,9,11,8
19,29,2,0,8,7,13,4
11,19,0,1,6,11,9,9
16,20,3,0,9,11,9,5
23,7,0,1,5,8,13,2
13,11,1,1,4,9,9,7
15,9,1,1,7,6,11,11
17,18,0,0,5,7,11,12
24,16,1,1,7,7,8,14
18,19,1,3,7,9,8,8
16,14,0,1,8,7,13,6
12,14,1,2,13,11,4,5
14,22,0,0,6,7,3,6
15,12,0,1,8,4,5,9
14,12,0,0,6,9,7,7
15,12,2,1,6,4,9,14
16,15,1,2,2,9,6,7
10,13,0,1,7,9,11,7
16,18,0,1,5,7,8,10
18,18,2,0,5,5,10,8
13,19,2,1,5,11,5,8
15,12,1,1,9,7,6,8
12,16,0,0,6,9,9,5
11,11,1,0,11,7,5,6
21,24,2,1,4,7,8,6
16,15,0,0,7,7,7,11
10,14,2,2,7,10,6,3
13,15,2,1,6,10,12,9
14,18,1,1,10,3,6,9
16,11,1,0,2,4,9,17
20,14,2,0,10,9,11,8
10,15,2,2,4,6,8,3
22,13,2,1,8,16,12,11
16,25,0,1,6,7,7,0
21,21,2,0,5,15,5,7
20,17,1,1,2,9,11,9
16,11,2,1,9,8,2,13
13,17,2,2,9,7,6,6
14,17,0,0,3,6,4,6
19,16,1,0,9,9,13,7
16,14,0,0,5,9,9,9
17,17,2,0,6,10,8,7
15,17,1,1,5,14,9,8
9,16,0,0,7,10,3,9
15,11,1,2,4,8,14,4
16,12,2,1,6,7,5,6
14,12,1,1,9,5,8,9
17,19,1,2,8,13,9,9
13,15,4,0,8,14,3,8
15,11,0,0,5,11,5,7
8,16,1,1,13,5,8,11
10,17,2,2,8,4,9,11
13,12,1,2,7,12,5,5
12,15,2,1,2,8,9,7
23,18,0,0,9,8,7,2
20,9,1,0,6,4,13,4
11,18,0,1,6,7,6,1
11,17,2,2,6,7,8,6
19,15,1,2,7,2,9,9
12,8,1,0,6,6,6,6
17,13,1,0,2,7,6,8
14,12,1,3,6,8,15,13
13,11,0,1,5,8,15,5
16,16,2,1,4,10,8,6
14,10,0,1,5,6,11,6
15,15,1,1,7,12,14,11
14,26,1,0,6,9,8,10
15,11,1,2,4,6,9,10
9,14,2,0,6,11,7,12
12,11,0,1,6,6,3,10
10,19,1,2,6,16,9,8
10,15,0,1,9,3,7,1
15,18,1,1,6,6,4,7
8,16,0,1,4,11,6,10
14,9,3,0,12,7,11,3
24,18,1,0,5,5,8,7
14,15,2,0,5,6,5,6
12,18,0,1,3,10,1,11
6,10,1,1,8,9,5,9
15,13,0,1,15,10,10,15
15,16,0,2,5,9,5,7
9,20,0,1,9,5,6,13
14,14,2,2,10,8,8,10
16,14,2,2,6,7,15,8
11,10,0,0,8,8,7,6
13,13,3,1,6,14,11,11
16,9,1,0,4,11,5,4
21,21,1,3,8,9,9,8
25,16,2,1,10,13,9,10
13,17,0,0,6,11,7,12
20,12,1,0,3,9,11,4
14,12,2,0,8,5,9,12
20,8,1,2,2,8,10,9
10,15,0,0,6,6,12,6
22,16,1,2,5,12,5,4
17,11,2,2,5,4,8,7
19,19,0,0,4,4,7,11
12,16,0,3,6,12,7,11
16,16,0,1,7,11,13,8
14,16,2,3,2,8,5,8
15,11,1,0,4,10,9,9
12,17,0,3,3,5,7,12
11,14,3,0,4,6,5,4
17,21,0,0,5,12,12,5
14,12,1,0,9,7,13,10
14,17,4,2,6,4,10,12
14,17,0,2,4,3,10,12
14,12,2,1,6,6,4,6
16,16,0,0,3,8,11,9
13,19,0,0,4,10,5,7
22,22,1,2,9,7,9,15
15,18,1,1,3,7,5,8
10,19,3,3,4,4,6,13
14,11,2,0,8,9,14,6
11,11,0,0,4,8,9,16
12,9,1,1,6,11,9,4
14,20,0,0,3,12,7,8
16,17,1,2,5,9,7,9
19,18,0,1,6,4,7,5
18,13,3,1,4,11,6,4
18,19,3,0,9,5,5,7
11,17,0,0,5,7,10,13
12,14,1,2,6,6,9,7
13,16,1,1,5,9,10,9
13,17,0,1,4,10,13,6
13,18,1,1,5,8,12,11
20,17,0,1,6,7,8,7
11,13,1,0,7,12,11,9
12,13,1,2,14,11,3,6
26,18,1,1,7,6,6,5
10,22,0,0,8,3,9,12
10,16,2,3,8,14,10,2
13,18,1,2,7,8,9,5
15,12,0,0,8,9,9,7
16,19,1,2,3,7,8,6
12,14,0,1,7,6,5,10
17,17,0,0,11,4,5,7
14,12,0,0,4,8,12,7
14,16,1,0,3,7,9,8
15,17,0,1,4,11,4,17
13,12,0,0,9,4,10,11
13,11,2,1,4,5,6,1
14,11,0,1,3,8,4,7
14,13,0,1,7,9,7,10
15,17,1,0,10,7,6,2
10,20,3,1,10,11,7,4
10,13,0,1,4,12,7,8
13,15,2,0,3,7,5,4
13,14,0,1,6,10,8,5
12,12,3,1,2,9,4,6
15,18,3,2,7,6,8,9
13,26,0,0,11,6,5,2
17,17,2,2,2,9,6,9
14,13,1,1,7,10,11,6
11,18,2,1,7,5,10,8
17,12,1,3,2,8,9,6
21,13,1,1,3,9,3,8
15,21,0,1,4,9,8,10
12,9,0,1,7,13,9,8
10,21,5,1,12,8,6,7
20,14,0,1,6,12,10,5
10,26,0,0,4,12,8,8
16,14,2,1,8,8,11,7
17,8,2,1,10,3,7,10
14,12,0,1,5,8,13,5
19,18,1,1,5,3,7,6
11,10,0,1,8,7,8,6
16,9,0,0,7,6,9,8
15,10,0,1,7,6,11,11
17,12,2,0,4,9,8,11
14,15,2,0,5,6,10,12
17,19,4,2,5,5,7,6
17,5,0,1,4,6,8,8
14,16,1,0,7,4,5,10
10,16,1,2,7,1,6,10
9,20,0,2,6,9,5,7
17,13,3,1,5,7,8,9
9,16,0,0,11,15,5,7
15,15,1,0,3,5,7,5
11,14,0,1,2,7,9,9
19,11,1,1,6,13,8,10
13,18,0,2,9,8,11,12
8,10,0,2,9,9,11,14
9,13,1,3,7,11,4,7
20,16,1,0,3,7,7,8
17,8,0,1,7,7,7,14
18,13,1,2,4,6,8,7
18,16,0,1,7,8,10,6
11,19,0,0,7,16,10,14
17,15,2,1,6,6,6,6
16,8,1,1,4,5,10,10
16,14,0,1,9,10,7,15
25,21,0,2,2,12,6,7
11,10,1,0,7,9,8,5
9,12,3,3,3,7,12,7
11,16,0,0,8,7,7,9
19,10,0,3,8,5,6,10
13,20,3,5,6,9,10,8
17,16,3,0,5,7,11,12
20,10,2,0,9,4,9,7
18,21,2,0,4,3,6,11
18,11,1,2,9,4,4,10
9,19,1,0,5,6,7,9
7,16,2,1,4,5,11,9
9,17,3,0,6,9,6,14
9,19,0,0,4,12,9,11
14,14,0,1,6,8,10,10
13,14,4,2,5,12,16,6
12,10,0,0,5,7,9,7
10,14,0,1,7,8,11,13
11,17,0,3,5,8,15,8
14,15,3,0,2,12,9,11
21,10,0,2,8,7,9,10
15,14,1,1,7,9,11,9
15,17,1,0,7,10,13,9
7,15,0,0,12,5,8,5
14,18,1,2,4,12,7,4
11,17,2,2,7,8,8,10
13,10,2,1,9,5,11,12
13,15,2,0,7,7,17,11
15,15,0,3,3,10,4,11
12,21,0,1,8,13,12,5
18,18,2,4,11,7,11,7
10,11,3,1,4,8,9,11
25,24,2,0,4,5,12,7
11,20,0,1,6,11,12,5
25,10,1,3,7,9,1,6
13,18,1,1,2,8,11,5
22,17,0,1,6,9,5,11
10,17,0,1,3,10,7,8
18,12,1,2,7,10,7,11
17,20,1,0,6,7,10,3
12,17,1,1,11,6,3,10
14,11,0,4,5,8,9,5
16,17,1,1,6,7,1,5
18,21,3,1,2,7,10,7
20,16,1,2,3,6,9,13
18,13,0,0,4,7,10,8
11,21,1,0,10,7,6,5
12,20,0,1,9,12,9,3
12,16,0,1,3,11,9,8
20,15,2,0,3,5,8,12
14,21,2,1,6,7,17,11
15,15,1,0,9,16,7,13
17,16,1,1,6,6,2,4
17,18,1,0,8,5,10,11
10,9,1,4,6,4,10,12
11,24,2,2,6,8,11,4
14,12,1,0,6,7,6,4
14,21,1,1,6,10,10,5
16,13,0,3,9,8,7,10
18,12,0,1,4,13,9,8
18,14,2,3,7,18,7,3
16,16,1,0,5,12,12,12
14,8,0,1,4,7,9,10
17,9,1,2,6,11,12,4
17,16,0,0,4,6,6,12
16,18,1,0,7,6,6,6
18,21,2,1,6,10,6,13
13,15,0,0,3,7,10,9
16,15,1,2,5,7,2,7
18,15,1,1,7,7,7,7
21,18,0,0,8,8,9,5
7,17,1,0,6,6,12,6
16,18,1,0,7,7,8,11
13,17,0,1,7,6,4,7
15,14,1,1,10,8,10,5
7,20,2,0,5,10,7,11
9,14,1,1,9,9,8,6
15,18,0,1,6,15,4,8
14,8,1,0,3,6,7,8
16,19,3,0,3,7,7,8
13,14,1,1,6,5,10,6
10,15,1,2,1,10,9,7
17,16,2,3,10,8,12,3
20,14,4,1,7,2,7,8
18,10,1,1,8,9,7,6
14,11,2,2,9,10,10,4
11,11,2,0,3,8,9,8
19,12,1,0,4,6,11,9
23,12,1,1,4,6,8,5
14,12,0,2,4,8,11,3
21,16,2,1,9,4,7,8
17,15,2,1,10,5,12,7
19,6,1,2,2,7,10,9
27,10,0,0,3,9,7,9
11,20,0,1,3,7,7,5
18,13,2,0,7,8,5,17
25,15,1,1,5,6,11,9
17,16,1,0,6,5,7,8
16,15,2,0,6,7,10,6
14,14,0,1,4,12,7,8
12,13,1,2,5,12,6,8
14,21,2,2,7,9,8,13
11,14,2,1,2,10,6,4
14,13,2,2,4,9,12,10
13,18,1,1,5,10,8,7
13,8,1,5,5,11,8,6
15,12,0,1,6,10,4,6
17,22,0,2,7,5,6,6
17,16,1,2,7,8,7,3
14,8,0,1,6,7,8,12
18,13,0,3,6,8,3,6
13,22,0,1,3,3,4,8
22,20,2,1,3,8,5,5
17,23,3,1,8,3,7,9
11,12,1,1,7,5,1,5
13,17,1,1,3,8,7,7
13,16,0,1,7,10,10,14
13,8,0,2,8,7,7,10
15,19,0,1,4,4,10,5
15,11,1,0,6,7,10,13
7,14,0,2,6,5,6,10
10,19,0,2,5,13,8,8
16,11,0,1,8,9,8,8
14,19,2,1,1,6,11,4
15,21,2,3,9,5,7,7
13,13,1,0,4,11,10,12
18,20,2,1,14,8,8,7
12,11,1,2,6,7,6,14
18,15,1,1,5,12,8,10
19,14,2,1,6,7,7,7
9,8,2,1,2,4,5,12
21,15,1,0,10,10,16,7
23,15,0,0,8,9,11,9
10,15,1,1,8,12,12,9
14,13,1,0,10,4,8,7
11,21,2,0,13,7,4,6
16,15,3,2,6,6,10,8
10,18,3,1,9,9,4,11
27,11,1,1,9,11,14,9
16,15,1,1,1,11,13,10
6,13,0,1,3,6,11,8
9,12,1,0,5,8,8,5
22,17,0,1,5,7,5,11
18,9,1,1,7,7,8,5
19,15,1,0,6,6,8,12
17,12,1,0,5,7,5,14
11,17,0,2,4,9,7,6
18,13,1,3,11,2,7,8
12,17,1,2,5,6,9,11
10,12,0,2,6,2,8,9
15,8,2,0,8,7,10,11
14,14,2,0,7,10,6,10
12,18,3,1,2,6,8,8
8,7,1,0,5,4,9,4
16,16,2,3,9,11,11,7
21,9,2,1,9,12,10,8
12,21,2,2,6,9,7,9
19,16,2,1,4,4,2,7
17,12,0,1,4,8,7,5
15,13,0,0,4,8,8,11
14,11,0,0,3,11,8,10
12,18,1,3,5,8,9,5
19,17,0,1,4,10,6,6
13,13,0,1,5,8,8,13
12,10,3,0,4,12,14,6
24,16,2,1,5,10,10,10
20,11,0,2,8,8,8,11
19,17,1,0,10,10,8,7
11,18,2,0,3,5,6,7
25,13,0,1,2,8,6,6
13,12,0,0,5,7,11,8
11,17,0,1,3,10,6,4
15,13,1,0,5,7,8,8
15,19,0,1,6,6,4,8
20,9,1,0,6,12,8,6
17,17,0,3,2,14,8,10
18,17,3,1,9,5,4,4
23,14,0,1,6,5,12,9
15,13,2,1,8,10,9,13
7,15,0,1,7,8,13,6
7,16,0,1,6,8,5,3
12,19,1,1,4,8,13,5
7,21,0,2,7,11,6,4
11,17,2,2,6,11,12,14
13,22,1,1,5,10,8,5
16,11,5,1,3,12,9,8
16,13,3,1,6,5,8,3
16,15,1,1,9,13,5,8
17,12,1,0,6,11,6,6
23,15,0,0,8,6,7,9
13,16,2,1,2,6,5,8
22,15,1,2,4,6,9,10
13,17,2,0,7,11,6,8
15,14,1,1,3,5,9,8
11,14,1,0,7,8,8,9
15,12,1,3,7,9,7,9
16,16,1,1,6,7,7,7
10,15,2,1,8,5,11,9
20,7,0,1,4,1,12,8
10,20,2,1,8,10,3,5
16,17,0,3,8,10,4,6
16,9,1,0,9,8,10,3
8,16,0,1,2,5,6,7
16,11,0,1,13,6,11,6
15,13,2,2,9,4,9,5
16,14,3,2,4,8,8,5
19,14,1,2,10,11,11,3
13,17,0,1,8,10,6,7
13,20,1,1,7,5,6,8
16,10,0,2,4,10,9,5
13,13,5,0,3,5,3,6
11,8,0,0,10,7,10,10
16,13,1,2,9,7,14,6
15,8,0,2,9,5,9,5
11,11,1,1,7,6,9,9
18,12,1,1,4,7,9,7
19,13,0,1,3,13,10,5
15,10,1,1,3,5,7,9
19,16,0,1,5,11,11,11
18,13,0,3,9,9,10,8
20,14,1,1,6,7,6,15
9,22,0,2,3,7,13,12
13,11,0,1,5,9,12,8
20,15,2,1,8,7,4,7
14,18,0,1,7,5,1,11
17,16,1,0,5,5,7,10
15,16,1,0,6,12,9,8
10,20,2,0,4,5,6,10
16,11,4,3,4,5,11,10
10,17,5,1,5,7,7,9
5,11,0,1,3,8,10,11
9,17,2,0,9,8,4,6
