27,15,1,1,1,0,0,1
22,12,1,1,0,3,2,0
21,14,0,2,0,2,1,0
19,13,2,1,1,0,0,0
22,6,1,0,0,1,0,1
17,14,0,0,2,1,1,1
22,2,1,2,0,2,0,1
22,12,2,2,2,0,1,0
19,7,2,1,1,1,0,1
21,10,0,0,0,1,1,0
14,10,0,0,0,1,1,1
25,13,2,1,0,1,1,0
30,17,0,0,1,1,2,2
22,13,0,1,1,1,1,0
23,9,0,1,1,2,2,1
17,5,1,2,0,1,1,1
25,11,1,3,1,3,1,1
19,7,1,2,2,0,0,0
27,15,2,1,0,0,0,2
21,10,1,0,2,0,1,3
14,15,0,0,2,2,0,1
30,11,1,0,2,1,1,2
24,7,0,1,1,0,1,1
20,13,0,1,1,0,1,0
18,7,0,0,0,1,2,0
19,14,0,1,2,0,2,0
24,11,2,3,2,1,1,1
23,11,1,1,1,0,0,0
23,4,0,1,0,1,0,3
21,13,2,3,3,0,0,2
26,8,0,0,1,1,0,1
20,10,1,1,1,2,0,1
22,9,1,0,1,1,1,1
28,6,1,1,0,0,1,5
18,13,0,1,0,1,3,0
13,8,1,1,2,1,1,0
9,10,1,2,0,2,0,0
14,10,1,0,1,0,2,1
21,15,2,2,1,1,0,0
16,8,1,0,3,3,1,2
17,21,3,0,1,3,1,1
25,9,0,1,2,2,0,2
20,7,1,0,0,2,4,0
14,14,0,0,0,0,2,0
19,10,1,2,1,2,1,0
17,9,0,1,2,1,1,0
26,13,2,3,2,0,2,1
22,7,0,2,1,1,2,2
29,13,0,2,1,1,1,0
17,7,0,0,2,0,1,1
24,10,0,2,0,1,2,0
19,5,1,3,5,1,0,0
15,15,0,0,1,0,2,3
26,11,1,0,0,1,1,0
20,13,0,0,1,2,1,0
22,12,2,2,1,0,1,1
24,14,0,0,2,4,0,1
20,11,0,2,1,0,0,1
23,1,1,0,1,1,2,0
16,12,1,0,0,0,1,0
20,17,3,1,3,1,2,1
21,10,0,2,1,2,1,0
21,7,0,0,1,0,2,1
25,10,3,0,0,2,1,0
15,10,0,1,1,1,2,4
20,5,2,0,1,4,1,1
19,13,1,0,0,2,1,0
22,13,0,2,1,1,1,0
24,8,0,0,0,1,0,0
18,5,0,3,0,1,2,1
15,11,0,0,3,0,2,2
17,14,0,1,0,1,0,0
18,13,0,2,1,0,1,1
19,10,1,2,1,2,0,1
25,5,2,1,0,0,1,0
15,10,2,2,0,0,5,0
26,7,1,1,1,2,0,1
25,15,2,2,3,0,0,0
40,13,1,0,2,2,1,3
16,16,4,1,2,2,0,3
27,4,2,0,1,0,0,1
22,9,3,1,0,1,2,1
18,9,2,0,0,2,3,1
19,7,2,1,2,4,1,3
21,6,1,0,2,0,0,1
25,8,1,3,0,1,1,1
27,10,1,1,0,2,1,0
20,10,0,2,3,0,0,2
19,6,1,2,4,0,2,0
31,11,1,0,1,0,0,0
20,14,1,1,1,0,2,1
22,9,1,1,0,2,1,1
31,7,0,1,0,0,3,0
20,5,2,0,2,1,1,0
24,9,1,1,0,2,0,1
18,7,0,0,0,2,1,1
17,8,0,1,0,1,1,2
23,15,2,0,0,1,2,0
19,11,2,0,0,1,0,0
12,10,1,1,0,1,1,0
29,10,0,1,3,2,1,0
15,13,1,0,2,0,1,1
17,10,1,0,1,0,0,0
29,19,0,1,0,0,2,2
16,9,0,2,2,1,1,1
22,10,1,0,0,3,1,0
20,13,1,0,4,1,1,3
20,14,2,5,3,4,2,0
14,8,0,1,2,2,2,1
17,7,1,0,0,2,0,1
16,15,1,3,1,0,3,1
24,7,0,1,1,0,2,1
17,11,2,0,0,2,1,0
13,15,0,1,2,1,1,2
14,6,1,2,1,0,2,2
21,9,0,1,1,0,0,1
24,7,0,2,0,2,3,2
24,10,1,1,3,2,0,1
22,6,0,1,1,1,1,2
19,9,2,1,0,1,0,0
21,10,1,1,1,1,0,0
24,16,2,1,0,0,3,1
19,9,0,0,0,0,0,1
22,12,1,0,0,0,3,3
17,6,1,3,2,2,2,0
22,11,2,3,2,1,0,1
25,7,2,0,2,1,1,0
26,9,2,2,0,2,1,0
21,17,0,0,1,2,2,1
15,7,2,1,0,1,1,4
27,7,0,0,2,2,0,1
28,15,1,2,0,0,0,1
26,13,1,0,0,2,1,1
22,13,1,0,1,1,3,2
18,8,2,0,1,2,2,1
23,8,0,0,0,3,0,0
19,12,0,2,0,1,2,1
14,11,2,1,0,0,0,1
22,8,1,1,0,0,1,3
14,7,0,1,2,1,0,0
20,11,1,0,0,1,3,2
22,12,3,0,2,0,2,2
22,8,1,1,0,0,0,0
26,10,3,2,0,3,1,3
15,8,2,1,1,0,3,0
27,10,0,1,0,2,1,1
23,12,1,2,2,0,0,0
16,12,1,1,2,0,1,0
19,10,0,1,1,1,0,1
20,8,2,0,3,1,1,1
22,14,0,1,0,1,0,1
28,8,0,3,2,1,0,0
22,6,1,0,2,3,2,0
26,16,0,1,0,1,1,1
23,13,1,0,0,0,0,0
18,4,0,1,1,1,0,0
12,12,2,1,1,0,0,0
20,9,1,1,3,2,0,1
12,6,1,0,2,0,1,0
23,6,1,1,1,0,1,1
21,13,0,0,1,1,2,0
11,8,1,2,0,2,1,0
15,14,0,0,0,1,1,0
17,9,1,2,0,2,2,0
14,4,0,1,2,2,0,1
23,12,2,0,1,3,0,0
20,8,2,1,0,0,0,1
16,13,0,0,2,1,0,2
19,7,1,0,0,1,1,1
22,9,2,0,1,0,3,2
17,15,1,1,1,2,0,1
14,12,1,0,1,0,1,1
11,7,1,2,1,3,0,3
17,10,0,1,2,1,3,1
9,11,3,1,1,0,1,0
17,12,1,0,0,1,0,0
29,14,0,1,1,1,1,1
21,6,0,0,0,1,0,0
18,9,1,0,0,3,1,0
17,19,0,2,3,0,0,0
21,9,2,4,2,2,1,1
15,16,1,0,1,0,2,2
19,7,4,1,0,4,3,1
19,9,0,1,2,1,2,1
24,9,0,1,3,1,1,0
16,5,1,1,0,2,1,0
22,9,3,1,3,0,0,2
18,8,1,1,1,2,1,1
19,6,2,0,2,0,1,1
22,15,0,0,2,0,2,0
17,10,1,2,2,1,0,2
21,15,1,1,0,1,0,0
23,8,1,0,4,2,0,2
18,9,0,0,2,3,1,1
18,12,0,3,4,0,0,3
15,7,2,0,3,0,1,1
15,8,1,0,2,4,2,1
26,12,2,2,1,1,0,1
21,6,2,1,1,0,0,0
15,12,1,1,1,1,2,1
30,12,1,0,1,1,0,1
26,9,1,2,1,0,2,1
26,6,0,1,0,0,0,1
25,5,1,0,1,0,2,1
18,20,0,2,0,0,0,1
20,10,1,3,1,0,2,1
20,11,2,0,2,0,3,2
18,6,0,2,0,0,0,0
15,6,2,1,0,1,3,1
20,12,1,1,1,3,2,3
20,12,1,2,0,1,1,1
23,9,3,0,0,1,1,1
22,11,1,4,1,1,2,2
25,11,4,0,0,4,2,1
17,11,0,1,1,1,1,1
20,11,1,1,1,0,0,1
12,12,0,0,2,0,0,1
14,7,1,1,1,0,0,1
12,13,1,1,1,2,3,2
26,6,2,2,1,1,1,0
21,10,1,1,0,1,2,0
20,5,0,0,3,3,2,0
21,9,0,1,3,1,0,1
18,8,1,1,2,0,1,1
19,8,3,1,0,0,0,1
30,15,0,1,1,2,0,0
32,8,0,0,0,1,1,1
17,10,1,1,1,1,2,1
26,14,0,3,0,2,2,3
12,9,2,0,2,2,0,1
15,11,1,0,2,1,0,1
24,7,0,2,1,1,0,0
19,11,2,2,2,1,2,3
23,12,0,0,1,1,1,0
28,10,1,0,1,3,0,2
20,10,1,1,0,3,1,0
20,4,1,2,1,0,3,0
24,19,0,0,2,1,1,0
19,13,0,0,3,2,1,0
20,8,2,0,3,1,0,0
21,10,1,2,0,0,1,1
21,10,0,2,4,1,0,0
14,10,1,3,1,0,0,0
27,8,1,0,0,0,0,0
22,13,0,1,2,1,0,2
19,6,2,2,1,0,1,0
17,18,2,1,2,0,0,2
32,9,0,0,0,1,2,2
26,8,2,2,0,0,2,0
27,7,2,0,2,2,0,0
25,13,2,2,0,0,0,1
21,15,0,1,0,4,1,4
21,8,1,1,2,2,1,0
20,12,2,0,1,2,1,0
22,16,0,2,0,2,1,2
19,8,2,1,0,0,0,0
24,14,1,2,2,0,2,0
24,8,4,1,1,2,0,3
22,9,2,2,3,1,0,1
17,14,0,1,1,0,1,1
24,8,0,1,0,1,3,1
23,9,0,1,2,0,2,1
21,9,1,1,2,1,0,0
17,8,0,1,2,0,0,0
12,9,4,1,0,1,2,1
17,14,1,2,1,1,2,0
19,15,0,0,0,2,1,1
15,12,1,1,0,3,1,1
20,18,2,3,0,0,0,1
22,7,0,2,2,1,0,1
28,10,1,2,0,0,2,0
21,6,1,0,0,1,0,0
21,8,1,0,2,0,0,3
18,13,0,1,0,1,1,2
25,9,1,0,0,0,2,1
17,6,0,1,1,0,0,1
26,4,0,0,1,0,1,0
13,11,2,2,1,0,1,0
14,10,1,4,1,1,1,0
22,12,2,1,1,2,0,0
22,6,1,2,1,1,3,2
21,8,2,0,1,1,1,0
26,10,1,1,0,2,3,1
15,14,2,0,1,1,1,2
19,11,2,1,1,3,1,4
16,6,0,0,2,1,0,1
19,10,0,0,1,0,0,0
13,10,0,0,0,2,2,0
23,13,1,0,0,1,0,0
22,7,1,1,2,0,0,0
21,6,2,0,0,1,1,1
17,11,1,1,2,0,3,1
19,11,0,0,1,0,1,2
17,11,0,2,0,1,1,1
20,11,1,1,2,1,1,0
25,7,2,1,2,2,1,0
16,15,0,1,0,2,0,4
19,8,2,1,0,0,3,1
12,14,0,0,0,0,0,2
29,9,0,1,1,0,1,0
15,6,1,1,1,0,0,3
23,10,1,0,1,1,0,2
20,11,0,4,2,0,2,1
11,5,1,0,0,1,1,0
22,11,1,2,1,2,0,0
19,13,1,2,0,3,2,1
16,15,2,1,0,0,2,1
21,15,1,1,1,0,0,1
20,10,2,3,1,0,0,1
12,9,0,1,2,1,0,0
19,7,0,2,0,0,0,1
16,7,1,0,0,1,4,2
20,9,4,2,1,1,0,0
23,8,0,1,3,1,2,0
17,4,0,2,1,1,2,1
24,10,0,1,0,0,1,1
17,12,3,1,1,1,1,2
22,5,0,1,1,1,2,1
16,10,1,0,1,0,2,1
23,17,0,1,1,0,3,2
16,7,0,1,2,1,1,1
18,12,3,2,1,0,2,0
19,12,1,1,4,0,2,1
11,12,2,0,0,1,1,1
23,9,2,1,1,3,3,1
23,10,2,0,0,2,0,1
18,6,0,2,1,1,1,1
28,8,1,1,3,0,2,2
22,11,2,1,0,1,0,1
11,5,0,1,2,2,0,0
19,7,0,2,2,1,1,2
20,8,2,1,0,2,2,0
28,10,0,1,1,3,0,0
16,8,2,0,3,0,2,4
16,11,2,2,2,3,1,3
15,6,0,0,0,1,1,2
18,9,2,2,0,0,1,1
16,6,0,0,1,0,2,0
15,9,3,3,2,1,1,0
19,12,0,2,1,1,2,0
19,6,0,1,1,0,3,2
19,12,1,1,1,3,0,1
19,10,3,0,1,0,0,2
29,9,1,0,0,1,0,0
17,5,0,0,1,0,1,0
21,12,0,0,1,1,2,1
20,8,1,0,0,0,1,0
18,11,1,0,1,1,1,1
16,11,0,2,1,4,1,3
21,13,1,0,2,0,3,0
24,12,0,0,1,3,1,0
19,10,1,1,0,0,0,0
19,9,1,0,1,0,1,0
22,4,2,1,1,1,2,0
22,12,1,1,0,0,1,1
25,11,3,2,1,1,1,2
16,8,0,1,3,0,0,3
18,8,0,1,1,0,0,2
18,7,1,0,0,2,3,0
16,18,0,2,2,0,2,1
17,8,0,3,1,2,2,1
19,11,1,2,2,0,0,1
18,15,1,2,3,2,1,1
13,7,2,2,2,2,0,2
18,10,0,1,0,0,0,0
14,8,2,0,2,3,2,2
12,4,0,1,2,2,3,2
22,11,0,1,1,2,0,0
18,9,0,1,0,0,1,1
20,9,0,3,0,1,1,1
14,9,2,0,1,3,1,1
19,11,1,1,0,0,1,0
15,13,1,0,0,0,1,0
21,8,1,0,0,0,0,1
18,8,0,1,1,0,1,1
15,10,0,0,0,2,0,1
28,14,0,0,0,2,2,1
14,12,0,0,1,1,1,2
20,11,1,1,0,1,0,0
16,16,0,1,1,1,0,0
24,13,0,1,1,3,0,0
21,10,1,1,1,1,0,2
19,10,0,1,2,0,0,1
22,8,1,1,1,0,1,1
18,6,3,0,2,1,1,1
26,4,0,0,1,1,0,1
21,11,1,1,1,0,1,1
21,12,0,1,3,1,0,0
19,12,1,4,2,0,0,3
21,8,1,1,0,0,1,0
22,9,1,0,1,0,1,1
19,11,3,0,0,2,0,1
16,10,0,0,0,1,1,2
21,11,1,3,0,1,1,1
27,11,1,0,0,1,1,3
16,5,0,1,0,3,1,2
16,8,0,4,1,0,1,0
13,8,0,1,0,2,1,3
21,14,1,1,0,1,2,1
25,11,0,0,1,1,0,2
22,7,1,1,2,2,0,3
19,11,0,1,3,1,2,0
25,4,4,0,3,1,3,1
19,3,0,1,0,2,2,0
25,10,0,1,1,2,2,1
29,8,1,0,3,1,0,0
19,10,3,0,1,1,2,1
25,8,0,0,1,0,2,2
21,8,1,0,1,1,0,3
20,13,3,0,3,0,2,0
21,15,2,2,1,1,1,2
12,7,4,1,2,1,0,0
16,10,2,0,1,0,1,0
22,9,3,0,0,2,0,2
18,15,2,0,1,2,0,1
19,10,1,2,0,0,0,0
13,13,1,0,0,0,2,1
18,11,0,0,3,0,1,0
20,5,2,0,0,1,0,0
21,10,3,0,0,1,1,0
21,11,3,1,0,2,2,1
22,8,2,1,0,2,3,1
17,9,0,0,0,1,0,2
14,7,0,1,0,1,1,1
16,13,2,1,0,1,0,0
23,9,0,0,2,0,0,3
13,6,1,0,2,0,1,1
20,11,1,1,2,2,1,1
11,12,3,0,0,1,0,0
19,10,1,1,0,1,1,0
20,12,2,1,0,0,0,0
19,4,0,1,0,3,1,0
15,6,2,2,2,2,2,2
11,12,2,1,1,4,4,0
23,11,2,0,1,0,0,1
14,9,4,1,0,1,0,0
13,6,2,0,0,1,2,1
22,11,0,1,0,1,2,0
18,10,1,1,1,0,0,1
22,12,2,1,0,1,3,0
16,10,1,3,1,0,2,1
20,6,1,3,0,1,2,1
23,7,1,3,1,0,1,0
21,11,1,3,0,2,0,0
22,11,0,1,1,0,1,0
18,7,0,2,1,0,1,2
18,6,0,0,0,0,1,1
16,7,2,2,2,0,0,1
12,14,0,1,1,1,0,1
21,7,1,0,4,1,2,2
16,7,1,1,0,0,1,0
21,7,3,2,2,0,3,2
21,13,1,2,1,1,0,0
17,12,2,3,1,0,3,1
12,14,1,3,1,0,1,0
23,7,2,0,2,0,0,2
27,17,0,0,0,1,0,1
13,7,0,0,2,1,0,0
25,13,2,1,1,2,0,0
22,13,2,1,2,2,1,0
15,14,1,0,0,1,3,2
17,8,1,1,1,0,0,2
23,7,1,1,0,1,0,2
23,5,2,3,1,2,0,3
14,6,3,0,1,3,4,2
27,11,1,0,4,0,0,2
21,8,2,2,0,1,1,0
25,9,1,1,2,1,0,1
27,8,2,2,2,0,1,0
21,7,1,0,1,2,1,0
18,14,2,2,0,1,0,0
16,6,1,0,3,1,2,3
33,8,1,0,1,0,0,2
15,10,1,0,1,1,2,1
22,3,2,0,2,0,1,1
16,15,4,0,1,1,1,0
19,6,3,2,0,0,0,2
15,8,0,2,0,1,0,0
20,6,0,1,0,1,2,0
18,11,0,1,2,1,0,1
14,11,0,1,0,4,0,1
20,14,2,2,2,0,0,1
15,11,2,0,1,5,2,0
21,9,0,0,0,1,1,1
16,12,1,0,0,0,3,2
18,9,1,5,1,0,1,1
20,12,0,3,1,1,0,0
31,9,0,0,0,1,1,0
13,13,2,1,3,2,1,1
20,5,0,0,1,2,1,1
17,10,0,1,3,0,1,0
17,8,2,1,1,1,1,1
17,9,2,1,1,0,1,0
17,10,1,2,0,0,1,1
33,8,1,0,2,0,0,2
26,9,3,0,2,0,1,0
26,5,0,1,2,0,0,0
13,7,2,2,2,2,0,0
18,7,0,1,0,1,1,2
26,8,2,0,0,2,1,1
17,11,1,2,1,3,0,1
15,10,2,1,2,0,2,1
24,5,0,1,1,0,1,0
19,11,0,0,0,1,2,1
15,10,0,0,1,1,1,1
21,3,0,1,2,2,0,1
24,13,0,0,0,0,2,1
15,12,2,2,1,0,0,0
20,16,0,0,2,2,1,1
18,13,0,1,0,0,0,2
11,6,1,0,1,2,0,0
21,12,1,1,2,4,1,1
24,10,2,1,1,0,1,0
21,10,1,1,1,1,0,1
18,6,1,2,3,0,1,2
21,7,0,0,2,0,0,2
19,8,0,2,0,2,1,3
22,12,1,1,1,1,0,1
20,9,2,0,0,1,2,0
22,10,0,1,1,0,1,2
18,11,2,1,0,0,0,1
13,11,0,1,1,0,2,1
23,6,3,0,1,4,0,3
12,13,0,1,0,1,1,0
22,7,2,2,1,2,1,3
17,7,0,2,2,1,0,0
24,5,1,0,1,2,0,1
17,12,3,1,0,1,4,0
26,10,1,0,1,2,1,1
20,11,3,2,0,2,0,1
20,10,2,0,0,3,1,1
25,11,1,0,0,1,0,0
18,10,0,1,1,0,1,1
18,15,1,0,0,0,3,0
23,11,0,0,0,4,1,0
20,5,0,0,0,0,0,1
16,13,1,2,1,0,0,2
19,10,1,0,2,1,1,2
17,11,1,3,1,3,1,1
25,7,1,2,0,1,1,2
21,5,0,0,0,1,1,2
23,6,0,1,0,0,2,0
22,16,1,0,1,2,1,2
24,7,1,2,2,1,1,1
17,11,2,2,0,1,1,0
19,14,5,0,1,0,0,2
17,10,0,1,2,2,5,0
25,14,1,0,0,1,1,2
22,8,3,0,2,0,0,2
22,7,1,2,0,1,2,2
23,10,0,2,1,1,1,2
20,13,0,1,0,0,0,1
12,9,0,2,2,2,2,0
22,7,0,1,1,1,1,1
29,10,0,2,1,3,0,1
38,8,2,2,2,0,2,1
19,3,0,1,0,1,2,0
14,14,0,2,2,0,0,3
14,10,1,1,1,1,0,0
27,10,1,1,1,1,0,3
19,13,2,0,0,0,0,0
15,11,2,1,0,1,0,1
23,8,1,5,2,1,2,3
16,10,1,2,5,0,4,0
18,9,1,1,1,0,2,2
19,9,2,0,1,1,1,0
18,16,1,0,0,5,1,1
13,6,2,1,0,2,1,0
23,10,0,1,0,0,0,0
19,8,2,0,2,1,1,2
23,9,1,0,1,3,0,1
14,9,1,2,1,0,1,0
21,10,1,2,0,0,2,3
18,5,1,1,1,2,0,2
21,9,1,0,1,0,1,2
20,7,0,1,0,0,2,2
17,13,0,3,1,0,1,1
22,10,1,2,0,0,1,2
21,6,1,1,1,2,2,1
27,9,1,2,2,0,1,0
22,6,2,0,3,1,1,2
23,9,1,2,1,1,1,0
21,21,1,2,1,0,1,1
26,10,1,0,0,0,0,0
28,10,2,4,1,1,0,0
23,7,1,0,2,3,0,0
13,13,1,1,0,0,1,3
17,15,0,1,0,0,1,1
26,20,0,2,1,0,0,3
31,5,1,0,0,0,1,0
20,11,1,2,2,2,2,1
21,9,2,3,0,0,1,2
14,6,2,0,0,0,0,1
24,11,2,1,0,0,4,0
17,13,0,1,1,2,1,0
23,9,0,1,2,0,2,2
21,8,1,0,3,1,0,2
21,14,2,3,1,2,1,1
17,7,0,1,0,0,1,1
16,8,0,2,2,0,1,3
14,18,1,1,0,6,0,0
22,11,1,2,1,2,1,1
21,3,2,0,1,1,1,0
19,9,1,0,2,1,1,0
22,11,1,1,1,2,2,4
16,9,0,0,0,2,1,1
15,8,2,1,2,1,2,4
17,12,1,0,0,0,0,2
18,7,0,1,0,1,2,1
20,12,1,2,1,0,2,1
15,15,0,2,0,1,1,1
27,13,4,1,1,1,1,2
24,11,1,2,0,1,2,2
20,15,3,0,1,2,3,1
23,7,0,0,0,2,0,1
19,7,1,0,2,0,1,1
17,11,0,0,1,2,0,1
30,14,1,0,0,2,0,0
12,6,1,1,0,2,0,0
24,13,3,0,0,0,3,2
22,9,0,0,0,1,1,0
20,9,0,1,0,0,0,0
17,13,0,1,1,0,0,1
23,14,1,1,0,0,1,1
25,11,2,0,0,0,0,1
12,11,0,0,0,1,0,2
16,10,1,0,0,0,0,0
31,9,1,1,1,1,1,1
13,9,2,1,3,2,0,0
19,6,0,2,1,0,1,2
18,10,2,1,0,3,0,1
26,8,1,1,0,0,1,0
17,11,1,3,1,1,1,0
15,7,0,2,1,3,1,0
15,8,3,1,1,2,0,1
16,8,2,0,1,1,2,0
14,9,0,0,0,2,0,1
20,7,0,2,0,0,3,1
16,15,0,2,2,2,1,0
15,10,2,0,0,2,0,1
29,8,1,0,5,2,0,2
19,14,2,0,0,0,2,1
16,12,0,1,0,0,1,2
16,8,1,2,1,1,0,2
17,9,1,3,0,1,0,2
21,11,0,0,0,0,1,0
17,10,2,0,0,4,2,0
25,7,1,0,0,1,0,2
17,13,0,1,2,2,0,1
18,11,1,0,1,1,1,0
11,8,2,1,1,1,0,0
23,6,0,2,1,0,3,2
20,10,0,1,1,0,1,2
12,12,1,1,1,1,0,2
22,12,0,0,2,1,1,2
24,12,1,2,3,0,0,0
19,12,0,0,0,1,0,1
17,10,0,2,0,0,0,0
23,8,0,0,1,0,0,1
12,11,1,2,0,0,0,3
17,11,1,2,2,0,0,0
17,12,2,0,1,2,2,1
15,10,2,0,1,2,2,2
16,6,0,0,2,0,1,0
15,11,2,0,1,0,0,1
23,8,0,1,0,2,4,2
17,9,1,1,0,1,1,1
17,12,0,1,1,0,2,1
21,14,0,1,2,0,1,0
24,7,1,1,1,2,2,0
16,9,0,0,1,0,3,1
21,9,0,0,1,0,1,2
17,8,3,3,0,1,0,0
26,14,2,2,1,0,0,0
25,8,1,0,1,0,2,1
19,10,2,0,0,1,0,1
20,10,2,1,0,0,0,0
12,8,2,2,4,4,1,2
15,11,0,0,1,1,1,3
13,9,1,1,1,0,2,0
17,11,1,1,1,3,0,1
16,9,2,2,1,1,0,1
12,10,2,1,1,1,0,3
21,10,0,0,0,0,0,0
18,10,1,1,1,2,2,2
21,13,1,0,0,2,0,0
16,7,1,0,1,1,0,1
19,14,5,2,0,1,2,2
22,3,1,4,0,1,1,3
24,11,0,0,2,5,0,1
17,10,1,2,2,1,3,0
13,16,2,1,0,0,1,2
19,6,1,1,1,0,1,3
18,8,1,3,0,1,3,1
20,10,3,1,3,0,1,1
16,10,2,1,1,2,0,3
20,14,0,0,0,1,2,1
22,10,3,3,1,1,1,0
19,4,0,0,0,2,1,1
20,7,0,0,2,1,1,0
25,9,1,3,1,1,3,0
18,6,1,2,1,0,3,0
16,8,0,1,0,1,0,1
21,7,1,1,1,2,2,0
26,8,0,0,1,1,2,1
24,13,1,3,0,0,0,1
21,9,0,2,0,1,0,3
19,5,1,1,1,2,1,1
19,11,0,1,2,2,0,3
24,10,0,0,0,3,1,0
22,9,1,1,1,1,0,0
19,9,2,0,2,2,0,0
18,12,0,0,0,1,0,0
19,13,0,1,0,0,2,0
22,13,0,1,1,0,1,1
16,6,1,2,0,2,0,1
20,15,0,1,1,0,0,1
18,10,0,1,1,1,2,2
30,13,3,1,0,0,0,1
32,12,1,3,3,1,0,3
22,10,2,1,1,0,1,2
25,12,1,2,1,2,1,3
20,9,0,0,0,1,1,1
20,16,3,1,1,1,1,0
21,4,1,0,3,0,0,0
28,4,0,2,1,1,5,2
12,10,1,1,2,0,2,1
15,12,5,3,1,3,1,0
23,8,2,1,2,2,3,4
27,13,0,0,0,1,2,0
23,7,2,1,1,0,0,1
23,12,0,0,1,3,0,0
16,14,0,1,0,4,1,1
21,14,0,0,1,1,3,3
